id,name,gender,trading_style,instrument_type,ticker_or_contract,profit_example,profit_category
897,John Lee 399,Male,Momentum Trading,Crypto,BNB,"$72,711.27",Absolute $
898,Aurora Mendoza,Female,Position Trading,Crypto,DOT,976.57%,After Fees
899,Charles Stewart,Male,Options Spreads,Stock,PYPL,"$55,634.09",Return (%)
900,Skylar Watson,Female,Trend Following,Stock,MSFT,1320.52%,Per Trade Profit
901,Aria Murphy 541,Female,Scalping,Crypto,LINK,"$59,338.88",Weekly P&L
902,Aria Taylor,Female,High Frequency Trading,Crypto,BNB,"$23,870.41",Realized Profit
903,Charlotte Rogers,Female,Options Spreads,Stock,MA,"$115,213.81",Net of Taxes
904,Willow Allen,Female,Day Trading,Crypto,SHIB,"$115,394.58",Paper Gain
905,Nova Garcia,Female,Pairs Trading,Stock,UBER,"$131,023.67",Weekly P&L
906,Samantha King,Female,Mean Reversion,Stock,SQ,"$-30,444.87",Net of Taxes
907,Blake Wilson,Male,Day Trading,Stock,AAPL,"$-46,673.85",Per Trade Profit
908,Margaret Phillips 891,Female,Statistical Arbitrage,Crypto,DOGE,"$153,283.12",Net of Taxes
909,Blake Ruiz,Male,Pairs Trading,Crypto,SHIB,"$-16,221.51",Net P&L
910,Oliver Hughes,Male,Algorithmic Trading,Futures,ES Dec25,"$-13,711.45",Net P&L
911,Nicholas Morgan,Male,Futures Roll,Stock,V,"$55,469.81",Unrealized Profit
912,Mateo Patel,Male,Statistical Arbitrage,Crypto,LTC,"$62,379.07",Net P&L
913,Ian Gomez,Male,Position Trading,Stock,AAPL,1397.49%,Absolute $
914,Quinn Howard,Female,Pairs Trading,Crypto,LINK,"$49,920.09",Before Fees
915,Serenity Gray 928,Female,High Frequency Trading,Options,MSFT 2025-11-21 P 300,1009.45%,Absolute $
916,Cora Rodriguez,Female,Options Spreads,Stock,BABA,145.58%,Net of Taxes
917,Emerson Edwards,Non-binary,Mean Reversion,Crypto,BTC,"$-1,949.68",Return (%)
918,Elias Lewis,Male,Trend Following,Crypto,AVAX,1692.25%,Daily P&L
919,Sofia Nguyen,Female,Options Spreads,Crypto,MATIC,1313.53%,Daily P&L
920,Jonathan Lee,Male,Scalping,Crypto,BNB,171.1%,Net P&L
921,Jeremiah Gonzalez,Male,Pairs Trading,Options,MSFT 2025-11-21 P 300,"$89,207.63",Realized Profit
922,Gabriel Rivera,Male,Swing Trading,Crypto,SOL,609.24%,Unrealized Profit
923,Luna Bailey,Female,Trend Following,Stock,JPM,1515.69%,Weekly P&L
924,Ellie Martin,Female,Swing Trading,Options,AAPL 2025-12-19 C 180,819.44%,After Fees
925,Rowan Wilson,Non-binary,Swing Trading,Options,AAPL 2025-12-19 C 180,"$-8,238.43",Unrealized Profit
926,Addison Lee,Female,Futures Roll,Crypto,DOGE,946.62%,Monthly P&L
927,Dominic Campbell,Male,Position Trading,Stock,NVDA,822.13%,Absolute $
928,Olivia Young,Female,Trend Following,Options,MSFT 2025-11-21 P 300,"$-7,184.55",Gross P&L
929,Harrison Turner,Male,High Frequency Trading,Stock,ORCL,"$138,376.79",Absolute $
930,Avery Diaz,Female,Futures Roll,Stock,MA,983.93%,Per Trade Profit
931,Elijah Cruz,Male,Scalping,Stock,AAPL,"$28,701.14",Weekly P&L
932,Lucas Gomez,Male,Momentum Trading,Crypto,AVAX,21.4%,Per Trade Profit
933,Hunter Nguyen,Non-binary,Pairs Trading,Stock,UBER,558.76%,Return (%)
934,Mateo Ortiz,Male,Quantitative Trading,Crypto,SOL,"$1,283.39",Before Fees
935,Samantha Wood,Female,Quantitative Trading,Stock,HD,1750.05%,Unrealized Profit
936,Caleb Roberts,Male,Momentum Trading,Crypto,DOGE,"$85,197.56",Net P&L
937,Matthew Flores,Male,Mean Reversion,Crypto,SHIB,"$172,579.83",Before Fees
938,Zoey Jimenez,Female,Position Trading,Stock,MA,1667.33%,Gross P&L
939,Willow Thomas,Female,Position Trading,Stock,BABA,"$93,108.82",Realized Profit
940,Zoey Myers,Female,High Frequency Trading,Futures,BTC-PERP,"$21,133.87",Weekly P&L
941,Kinsley Gray,Female,High Frequency Trading,Stock,PG,"$79,112.96",Net P&L
942,Addison Collins,Female,Options Spreads,Stock,NKE,72.09%,Realized Profit
943,Jackson Stewart,Male,News Trading,Stock,AMZN,745.78%,Before Fees
944,Nova King,Female,Options Spreads,Crypto,AVAX,1346.94%,After Fees
945,Savannah Lee 149,Female,Futures Roll,Crypto,LTC,"$126,131.17",Monthly P&L
946,Margaret Ramirez,Female,Mean Reversion,Stock,MSFT,675.6%,Unrealized Profit
947,Paisley Anderson,Female,Pairs Trading,Stock,CRM,"$-11,673.87",Return (%)
948,Leo Hill,Male,Momentum Trading,Stock,AAPL,"$97,406.06",Realized Profit
949,Parker Torres,Non-binary,Statistical Arbitrage,Stock,PEP,"$86,884.32",Unrealized Profit
950,Savannah Morris,Female,Futures Roll,Crypto,XRP,1540.83%,After Fees
951,Nevaeh Taylor,Female,Futures Roll,Crypto,LINK,1301.16%,Paper Gain
952,Emilia Lopez,Female,Quantitative Trading,Options,MSFT 2025-11-21 P 300,"$48,849.28",Before Fees
953,Alex Cruz,Male,Scalping,Crypto,AVAX,1385.14%,Net of Taxes
954,Adeline Price,Female,Position Trading,Stock,BABA,78.82%,Net of Taxes
955,Delilah Miller,Female,Algorithmic Trading,Futures,BTC-PERP,955.54%,Realized Profit
956,Luis White,Male,Algorithmic Trading,Futures,CL Nov25,"$126,404.43",Net of Taxes
957,Alan Morgan,Male,Swing Trading,Crypto,MATIC,"$183,462.20",Return (%)
958,Hunter Brown,Male,Quantitative Trading,Options,NVDA 2026-01-21 C 350,"$-21,338.84",Unrealized Profit
959,Lillian Jackson,Female,Scalping,Stock,MRNA,"$188,041.18",Per Trade Profit
960,Ian Adams,Male,Swing Trading,Stock,NKE,"$-25,313.95",Paper Gain
961,Theodore King,Male,Position Trading,Stock,PEP,"$9,905.74",Net of Taxes
962,Maya Rogers,Female,Position Trading,Crypto,MATIC,"$29,584.11",Before Fees
963,Nolan Brown,Male,Day Trading,Stock,BRK.B,"$190,868.67",Per Trade Profit
964,Zachary Bailey,Male,Pairs Trading,Crypto,SOL,"$61,495.56",Monthly P&L
965,Eleanor Jackson,Female,High Frequency Trading,Stock,TSLA,"$55,938.11",Before Fees
966,Olivia Reyes,Female,Pairs Trading,Futures,BTC-PERP,251.5%,Realized Profit
967,Shawn Wright,Non-binary,Quantitative Trading,Crypto,TRX,1669.12%,Net P&L
968,Ruby Torres,Female,Scalping,Stock,PFE,"$48,826.23",Unrealized Profit
969,Rylee Bailey,Female,Algorithmic Trading,Futures,GC Dec25,1910.58%,Return (%)
970,Leah Brooks,Female,Futures Roll,Stock,MRNA,"$115,569.26",Return (%)
971,Landon Kim,Male,Momentum Trading,Stock,SQ,-95.7%,After Fees
972,Noah Gray 179,Male,Statistical Arbitrage,Stock,UBER,1030.08%,Weekly P&L
973,Ariana Martinez,Female,Futures Roll,Crypto,ATOM,641.29%,Monthly P&L
974,Adam Rivera,Male,Day Trading,Stock,PEP,"$42,620.16",Net P&L
975,Luke Myers,Male,News Trading,Stock,JPM,"$154,070.21",Per Trade Profit
976,Riley Lewis,Male,News Trading,Stock,NFLX,"$73,209.47",Daily P&L
977,Eleanor Smith,Female,Quantitative Trading,Stock,PEP,"$19,336.89",Before Fees
978,Cora Harris,Female,Mean Reversion,Crypto,XRP,"$-17,938.40",Unrealized Profit
979,Ian Robinson,Male,Algorithmic Trading,Options,NVDA 2026-01-21 C 350,-51.45%,Daily P&L
980,Serenity Allen,Female,Futures Roll,Crypto,ATOM,"$56,778.62",Per Trade Profit
981,Riley Adams,Non-binary,Carry Trade,Stock,MA,"$79,573.82",After Fees
982,Zachary Garcia,Male,Swing Trading,Options,TSLA 2025-10-17 P 250,"$55,015.52",After Fees
983,Josiah Harris,Male,Day Trading,Stock,UBER,373.82%,Daily P&L
984,Alexander Young,Male,Pairs Trading,Stock,UNH,"$106,323.68",Realized Profit
985,Sophia Ramos,Female,Carry Trade,Options,NVDA 2026-01-21 C 350,"$68,394.13",Return (%)
986,Everly Gutierrez,Female,Futures Roll,Options,AAPL 2025-12-19 C 180,1213.23%,Net of Taxes
987,Lucas Jones,Male,Scalping,Stock,UBER,30.2%,Weekly P&L
988,Joshua Ward,Male,Position Trading,Crypto,ETH,1074.44%,Gross P&L
989,Brooklyn Gonzalez,Female,High Frequency Trading,Crypto,MATIC,1553.7%,Net of Taxes
990,Charles Reyes,Male,Trend Following,Options,AAPL 2025-12-19 C 180,1319.13%,Realized Profit
991,Everly Ramos,Female,Day Trading,Stock,GOOGL,"$-33,113.88",Weekly P&L
992,Kinsley Taylor,Female,News Trading,Crypto,BNB,"$131,155.76",After Fees
993,Levi Garcia,Male,Options Spreads,Stock,V,"$112,926.25",Return (%)
994,Ezekiel Jimenez,Male,Pairs Trading,Stock,NFLX,511.23%,Realized Profit
995,Ariel Gray,Female,Swing Trading,Stock,BRK.B,"$-1,148.22",Net P&L
996,Madison Rodriguez,Female,Statistical Arbitrage,Stock,ORCL,1962.04%,Net of Taxes
997,Hailey Reed,Female,Pairs Trading,Futures,BTC-PERP,"$-9,430.00",After Fees
998,Charlotte Murphy,Female,High Frequency Trading,Stock,AAPL,879.73%,Net P&L
999,Eric Foster,Male,Quantitative Trading,Futures,CL Nov25,"$-3,938.87",Realized Profit
1000,Alexander Rivera,Male,Momentum Trading,Stock,GOOGL,"$-1,399.14",Net of Taxes
1001,River Garcia,Non-binary,Algorithmic Trading,Futures,NQ Dec25,"$4,736.26",Gross P&L
1002,Leah Peterson,Female,Day Trading,Stock,META,"$15,447.15",Unrealized Profit
1003,Blake Moore,Male,Position Trading,Stock,KO,"$2,559.34",After Fees
1004,Alan Mitchell,Male,Options Spreads,Crypto,LINK,37.29%,Paper Gain
1005,Sofia Harris,Female,News Trading,Stock,PG,"$57,385.04",Per Trade Profit
1006,James Ross,Male,Pairs Trading,Crypto,ADA,588.13%,Realized Profit
1007,Violet Taylor,Female,Algorithmic Trading,Options,MSFT 2025-11-21 P 300,1547.8%,Weekly P&L
1008,Harper Perez 522,Female,News Trading,Stock,UBER,"$66,066.82",Return (%)
1009,Ivy Ruiz,Female,Statistical Arbitrage,Stock,NFLX,"$50,236.52",Weekly P&L
1010,Isabella Clark,Female,Futures Roll,Stock,META,731.39%,Gross P&L
1011,Isaiah Kelly,Male,News Trading,Stock,PEP,"$-28,810.27",Weekly P&L
1012,Ezra Gutierrez,Male,Swing Trading,Stock,CRM,"$105,281.45",Absolute $
1013,Skylar Evans,Female,Trend Following,Stock,NFLX,"$-43,820.45",After Fees
1014,Dominic Martinez,Male,Pairs Trading,Stock,AMZN,976.86%,Per Trade Profit
1015,Mateo Robinson,Male,News Trading,Stock,AMZN,$76.65,Net P&L
1016,Hazel Hill,Female,Carry Trade,Crypto,SHIB,"$101,008.51",Paper Gain
1017,London King,Non-binary,Pairs Trading,Stock,V,1544.57%,Absolute $
1018,Oakley Long,Non-binary,Momentum Trading,Crypto,LTC,377.91%,Daily P&L
1019,Caroline Robinson,Female,Futures Roll,Crypto,SHIB,868.94%,Weekly P&L
1020,Beau Harris,Male,Options Spreads,Stock,NKE,"$62,492.98",Before Fees
1021,Levi Kelly,Male,Day Trading,Options,NVDA 2026-01-21 C 350,"$114,712.03",Return (%)
1022,Hunter Diaz,Male,Pairs Trading,Crypto,MATIC,"$-44,190.04",Weekly P&L
1023,Levi Martin,Male,Quantitative Trading,Futures,CL Nov25,328.83%,Absolute $
1024,Charles Harris,Male,Futures Roll,Stock,UNH,539.76%,Paper Gain
1025,Matthew Thompson,Male,Statistical Arbitrage,Stock,NKE,$-250.32,Absolute $
1026,Jayden Nguyen,Male,Futures Roll,Crypto,ETH,"$79,632.92",Paper Gain
1027,Christian Gomez,Male,Momentum Trading,Stock,GOOGL,"$69,562.79",Unrealized Profit
1028,Maxwell Clark,Male,Pairs Trading,Stock,META,"$127,417.90",After Fees
1029,Brayden Flores,Male,Futures Roll,Crypto,LINK,"$-48,139.17",Paper Gain
1030,Kaden Phillips,Male,Trend Following,Crypto,ADA,1746.4%,After Fees
1031,Charlotte Patel,Female,Futures Roll,Stock,BABA,"$160,659.87",Weekly P&L
1032,Ian Thompson,Male,Options Spreads,Stock,TSLA,"$177,708.27",Paper Gain
1033,Ella Gomez,Female,High Frequency Trading,Crypto,BTC,231.66%,Per Trade Profit
1034,Clara Rodriguez,Female,Algorithmic Trading,Crypto,DOGE,763.68%,Weekly P&L
1035,Lucy Martinez,Female,Trend Following,Crypto,LINK,"$-8,790.22",Net P&L
1036,Elena Brown,Female,Futures Roll,Stock,NKE,"$136,489.36",Monthly P&L
1037,William Johnson,Male,Momentum Trading,Stock,NKE,"$137,169.01",After Fees
1038,Abigail Peterson,Female,Futures Roll,Crypto,DOGE,"$155,106.67",Monthly P&L
1039,Rafael Williams,Male,Pairs Trading,Crypto,SOL,"$135,361.62",Paper Gain
1040,Zachary Johnson,Male,Futures Roll,Crypto,SOL,"$4,168.11",Realized Profit
1041,Ariana Ramirez,Female,Position Trading,Stock,MSFT,"$27,081.06",Realized Profit
1042,Amelia Foster,Female,High Frequency Trading,Stock,META,"$9,635.08",Unrealized Profit
1043,Elijah Johnson,Male,Scalping,Stock,META,"$170,571.51",Weekly P&L
1044,Clara Perez,Female,Options Spreads,Crypto,BTC,"$153,906.08",Return (%)
1045,Victoria Richardson,Female,Quantitative Trading,Stock,INTC,153.69%,Net P&L
1046,Theodore Thompson,Male,Trend Following,Stock,BABA,"$3,191.98",Net P&L
1047,Victor Scott,Male,Swing Trading,Crypto,DOT,"$4,640.21",Gross P&L
1048,Maya Wilson,Female,Mean Reversion,Crypto,SHIB,"$-26,313.86",Return (%)
1049,Sasha Gray,Non-binary,Momentum Trading,Futures,ETH-PERP,"$108,838.36",Daily P&L
1050,Beau Bennett,Male,Day Trading,Stock,UNH,1128.58%,Absolute $
1051,Quinn Robinson,Female,Day Trading,Crypto,DOGE,"$104,087.17",Unrealized Profit
1052,Eric Diaz,Male,Scalping,Crypto,XRP,"$43,630.91",Gross P&L
1053,Isaiah Clark,Male,Futures Roll,Crypto,ADA,590.25%,Gross P&L
1054,Joel Ross,Male,Options Spreads,Stock,KO,505.76%,Realized Profit
1055,Bentley Nelson,Male,Swing Trading,Stock,META,1296.51%,Net P&L
1056,Lydia Castillo,Female,Quantitative Trading,Stock,ABNB,"$-4,113.63",Per Trade Profit
1057,Jeremiah Rodriguez,Male,Momentum Trading,Futures,ES Dec25,163.68%,Paper Gain
1058,Eleanor Walker,Female,Futures Roll,Crypto,MATIC,"$130,418.44",Net P&L
1059,Jace Young,Male,Futures Roll,Stock,CRM,322.94%,Monthly P&L
1060,Abigail Campbell,Female,Statistical Arbitrage,Stock,TSLA,"$76,323.14",Daily P&L
1061,Mateo Morris,Male,Options Spreads,Stock,PG,1493.6%,Gross P&L
1062,Aria Peterson,Female,Quantitative Trading,Crypto,BNB,"$63,400.78",Absolute $
1063,Eliana Martinez 343,Female,Algorithmic Trading,Stock,NFLX,"$-2,593.55",Realized Profit
1064,Reagan Castillo,Female,Options Spreads,Stock,PG,1938.03%,Return (%)
1065,Christopher Chavez,Male,Options Spreads,Futures,ES Dec25,1984.19%,Unrealized Profit
1066,Ian Lee 200,Male,News Trading,Crypto,BNB,"$72,155.46",Daily P&L
1067,Lucas Wood,Male,High Frequency Trading,Stock,MA,"$-41,373.11",Monthly P&L
1068,Miles Gray 30,Male,Momentum Trading,Crypto,AVAX,"$63,867.69",Per Trade Profit
1069,Grayson Cox,Male,Mean Reversion,Crypto,AVAX,"$142,743.05",Per Trade Profit
1070,Bella Gomez,Female,Scalping,Crypto,ATOM,"$-2,794.19",Absolute $
1071,Connor Allen,Male,Quantitative Trading,Crypto,LINK,"$133,483.36",Weekly P&L
1072,Reagan Lopez,Female,News Trading,Stock,CRM,464.94%,Net P&L
1073,Kai Hughes,Non-binary,Statistical Arbitrage,Stock,TSLA,"$-32,539.63",Daily P&L
1074,Hunter Wood,Male,Mean Reversion,Stock,MA,"$-3,399.99",Paper Gain
1075,Carter Cook,Male,Algorithmic Trading,Futures,GC Dec25,"$-35,254.48",Paper Gain
1076,Victoria King,Female,Futures Roll,Futures,GC Dec25,1211.29%,Monthly P&L
1077,Abigail Nguyen,Female,Carry Trade,Stock,GOOGL,"$-42,583.34",Net P&L
1078,Hadley Ross,Female,Carry Trade,Stock,MSFT,-84.82%,Net of Taxes
1079,Charlotte Gonzalez 218,Female,Quantitative Trading,Crypto,BTC,1972.48%,Weekly P&L
1080,Jeremiah Stewart,Male,Options Spreads,Crypto,XRP,"$120,465.00",Return (%)
1081,Reese Campbell,Non-binary,Swing Trading,Crypto,MATIC,1733.46%,Weekly P&L
1082,Landon Hughes 413,Male,Momentum Trading,Crypto,ATOM,"$-19,276.37",Before Fees
1083,Victor Long,Male,Futures Roll,Options,NVDA 2026-01-21 C 350,1283.64%,After Fees
1084,Ariel Harris,Female,Trend Following,Stock,BABA,"$40,051.40",Realized Profit
1085,Sage Gray,Non-binary,Statistical Arbitrage,Stock,PYPL,"$103,148.09",Unrealized Profit
1086,Jonathan James,Male,Quantitative Trading,Options,AAPL 2025-12-19 C 180,"$-1,230.76",Paper Gain
1087,Kinsley Alvarez,Female,Statistical Arbitrage,Crypto,SOL,532.83%,Per Trade Profit
1088,Jules Perez,Non-binary,Statistical Arbitrage,Options,AAPL 2025-12-19 C 180,405.89%,Net P&L
1089,Sawyer Hughes,Male,Day Trading,Stock,MA,"$182,241.84",Absolute $
1090,Nora Castillo,Female,Position Trading,Stock,NFLX,1837.75%,Per Trade Profit
1091,Emily Ruiz,Female,Scalping,Stock,BRK.B,691.72%,Daily P&L
1092,Rylee Carter,Female,Options Spreads,Crypto,SHIB,369.46%,Unrealized Profit
1093,Jacob Lopez,Male,Algorithmic Trading,Stock,CRM,143.82%,Return (%)
1094,Andrew Carter 592,Male,Swing Trading,Crypto,BNB,"$-2,535.58",Absolute $
1095,Sage Foster,Non-binary,Momentum Trading,Stock,ORCL,"$100,404.41",Net P&L
1096,Noah Morgan,Male,Momentum Trading,Options,NVDA 2026-01-21 C 350,523.33%,Net P&L
1097,Naomi Jackson,Female,Swing Trading,Crypto,SOL,"$27,222.86",Daily P&L
1098,Beau Price,Male,Algorithmic Trading,Crypto,AVAX,"$126,035.12",Absolute $
1099,Alan Nelson,Male,Algorithmic Trading,Stock,NKE,1862.31%,Net P&L
1100,Amelia Jimenez,Female,Quantitative Trading,Stock,NFLX,"$153,753.04",Monthly P&L
1101,Oliver Peterson,Male,Statistical Arbitrage,Stock,MA,1491.2%,Absolute $
1102,Bentley Torres,Male,Algorithmic Trading,Stock,SQ,1050.82%,Unrealized Profit
1103,Harrison Howard,Male,Pairs Trading,Options,AAPL 2025-12-19 C 180,"$-9,076.38",Paper Gain
1104,Nolan Nguyen,Male,Algorithmic Trading,Options,TSLA 2025-10-17 P 250,310.88%,Per Trade Profit
1105,Brooks Kelly,Male,Momentum Trading,Stock,KO,"$195,675.14",Per Trade Profit
1106,Mia Gonzalez,Female,Mean Reversion,Stock,NFLX,146.43%,Before Fees
1107,Gabriella Parker,Female,Quantitative Trading,Futures,ETH-PERP,"$-20,299.36",Absolute $
1108,Margaret Kim,Female,Quantitative Trading,Futures,ETH-PERP,1981.44%,Per Trade Profit
1109,Willow Reyes,Female,Carry Trade,Options,MSFT 2025-11-21 P 300,834.75%,Realized Profit
1110,Mason Thomas,Male,High Frequency Trading,Stock,ORCL,"$93,245.48",Net of Taxes
1111,Margaret Myers,Female,Mean Reversion,Stock,CRM,"$199,988.55",Daily P&L
1112,Brayden Taylor 103,Male,Mean Reversion,Stock,NKE,"$125,185.48",Absolute $
1113,Ariana Ortiz,Female,Position Trading,Stock,ADBE,335.67%,Per Trade Profit
1114,Chloe Kim 713,Female,Futures Roll,Stock,INTC,158.4%,Paper Gain
1115,Ariana Lee,Female,Swing Trading,Stock,JPM,"$-18,820.72",Gross P&L
1116,Ezekiel Perez,Male,Day Trading,Stock,ORCL,"$-38,458.43",Before Fees
1117,Kendall James,Non-binary,Statistical Arbitrage,Crypto,SOL,997.6%,Return (%)
1118,Ruby Clark,Female,Swing Trading,Crypto,AVAX,"$-2,981.59",Gross P&L
1119,Grace Moore,Female,News Trading,Crypto,ADA,"$132,276.10",Absolute $
1120,Isaac King,Male,Mean Reversion,Stock,UBER,"$-29,186.48",Gross P&L
1121,Margaret Jackson,Female,Carry Trade,Crypto,ETH,1363.29%,Net P&L
1122,Alice James,Female,Mean Reversion,Crypto,LINK,"$-11,627.15",Weekly P&L
1123,Elijah Cox,Male,Position Trading,Stock,JPM,"$120,994.81",Absolute $
1124,Brandon Lopez,Male,Carry Trade,Stock,UNH,"$149,524.34",Gross P&L
1125,Isaiah Lewis,Male,Position Trading,Stock,GOOGL,"$132,081.85",Gross P&L
1126,Anna Gonzalez,Female,Pairs Trading,Crypto,DOGE,"$101,866.74",Realized Profit
1127,Harrison Roberts,Male,Quantitative Trading,Stock,KO,"$-18,106.95",Realized Profit
1128,Vivian Martin,Female,Quantitative Trading,Crypto,SOL,"$16,842.48",Daily P&L
1129,Lucy Price,Female,Options Spreads,Crypto,AVAX,284.52%,Return (%)
1130,Valentina Torres,Female,High Frequency Trading,Stock,MA,"$164,480.37",Gross P&L
1131,Andrew Lopez,Male,High Frequency Trading,Crypto,ETH,246.74%,Realized Profit
1132,Anthony Peterson,Male,Options Spreads,Futures,ES Dec25,1858.13%,Paper Gain
1133,Ruby Mendoza,Female,Position Trading,Futures,BTC-PERP,"$104,071.65",Monthly P&L
1134,Vivian Diaz,Female,News Trading,Crypto,DOGE,"$134,745.79",Monthly P&L
1135,Hunter Mendoza,Non-binary,Futures Roll,Crypto,XRP,1316.5%,Weekly P&L
1136,Nora Thompson,Female,Momentum Trading,Stock,PEP,"$188,120.90",Absolute $
1137,Penelope Mitchell,Female,High Frequency Trading,Futures,CL Nov25,1686.63%,Monthly P&L
1138,Joshua Morris,Male,Day Trading,Stock,META,1094.57%,Net P&L
1139,Elliot Jones,Non-binary,Statistical Arbitrage,Futures,BTC-PERP,"$-48,527.22",After Fees
1140,Nathan Wilson,Male,Mean Reversion,Stock,UBER,"$-47,784.07",Absolute $
1141,Abigail Ortiz,Female,Options Spreads,Crypto,SOL,"$71,853.04",Paper Gain
1142,Hazel Lewis,Female,Pairs Trading,Stock,HD,"$173,048.35",Before Fees
1143,Elizabeth Cruz,Female,Mean Reversion,Crypto,LTC,"$136,772.77",Realized Profit
1144,Miles Sanchez,Male,Swing Trading,Stock,V,"$55,263.94",Return (%)
1145,Blair Bennett,Non-binary,Carry Trade,Stock,NFLX,"$72,266.96",After Fees
1146,Vivian Taylor,Female,Quantitative Trading,Stock,MRNA,"$180,890.31",Monthly P&L
1147,Sofia Anderson,Female,Momentum Trading,Futures,ES Dec25,"$75,000.23",Weekly P&L
1148,Amelia Gray,Female,Day Trading,Options,MSFT 2025-11-21 P 300,"$22,366.66",After Fees
1149,Connor Young,Male,Mean Reversion,Crypto,DOGE,"$141,681.90",Monthly P&L
1150,Victor Young,Male,Algorithmic Trading,Crypto,MATIC,"$145,679.23",Unrealized Profit
1151,Valentina Ward,Female,Momentum Trading,Stock,ABNB,"$-16,926.05",Realized Profit
1152,Owen Jackson,Male,Algorithmic Trading,Stock,PYPL,"$-37,261.16",Absolute $
1153,Lydia Brooks 238,Female,Statistical Arbitrage,Stock,MA,"$56,768.21",Realized Profit
1154,Julian Campbell,Male,Options Spreads,Stock,HD,"$173,776.56",Paper Gain
1155,Benjamin James,Male,Pairs Trading,Crypto,ADA,"$177,120.49",Unrealized Profit
1156,Isaac Morales,Male,Position Trading,Stock,V,"$-46,584.60",Before Fees
1157,Sofia Nelson,Female,News Trading,Stock,KO,1136.71%,Net of Taxes
1158,Damian Scott,Male,Scalping,Stock,PG,174.02%,Daily P&L
1159,Charlotte Ramos,Female,Algorithmic Trading,Futures,ETH-PERP,"$61,442.45",Unrealized Profit
1160,Ezekiel Richardson,Male,Statistical Arbitrage,Stock,PFE,324.2%,Daily P&L
1161,Jackson Harris 430,Male,News Trading,Crypto,BNB,841.81%,Daily P&L
1162,Eli Rodriguez,Male,Day Trading,Stock,ADBE,"$18,537.16",Paper Gain
1163,Ian Davis,Male,Quantitative Trading,Options,TSLA 2025-10-17 P 250,"$83,117.46",Before Fees
1164,Blair Cruz,Non-binary,Quantitative Trading,Crypto,MATIC,"$17,873.55",Paper Gain
1165,Brayden Ramirez,Male,Futures Roll,Crypto,BTC,"$130,144.79",Gross P&L
1166,Luke Nguyen,Male,Position Trading,Crypto,LINK,"$-38,596.88",Net P&L
1167,Brandon Jackson,Male,Momentum Trading,Futures,CL Nov25,"$147,655.33",Per Trade Profit
1168,Cameron Morgan,Non-binary,News Trading,Stock,BABA,1941.66%,Return (%)
1169,Miles Peterson,Male,Options Spreads,Stock,NVDA,519.28%,Realized Profit
